"id","category","name","profile-applicability","description","rationale","impact","audit","remediation","C","D","R","setting-name","expected-value","operator"
"7.3","networking-services","Ensure that UDP access from the Internet is evaluated and restricted","Level 1","Network security groups should be periodically evaluated for port misconfigurations. Where UDP is not explicitly required and narrowly configured for resources attached to a network security group, Internet-level access to Azure resources should be restricted or eliminated.","The potential security problem with broadly exposing UDP services over the Internet is that attackers can use DDoS amplification techniques to reflect spoofed UDP traffic from Azure Virtual Machines. The most common types of these attacks exploit exposed DNS, NTP, SSDP, SNMP, CLDAP, and other UDP-based services as amplification sources to disrupt services on other machines within the Azure Virtual Network, or even attack networked devices outside of Azure. HINT: Ensure that no network security group has an inbound security rule that matches the following: ""access"" : ""Allow"" ""destinationPortRange"" : ""53"", ""123"", ""161"", ""389"", ""1900"", ""*"" or ""<rangeincluding-53-123-161-389-1900-or-other-vulnerable-udp-based-services>"" ""direction"" : ""Inbound"" ""protocol"" : ""UDP"" or ""*"" ""sourceAddressPrefix"" : ""0.0.0.0/0"", ""Internet"", or ""*""","-","az network nsg list --query [*].[name,securityRules]","az network nsg rule delete --resource-group <resource-group> --nsg-name <network-security-group> --name <rule>","2","0","2","","Nessuna regola allow UDP da Internet","custom"
"7.4","networking-services","Ensure that HTTP(S) access from the Internet is evaluated and restricted","Level 1","Network security groups should be periodically evaluated for port misconfigurations. Where HTTP(S) is not explicitly required and narrowly configured for resources attached to a network security group, Internet-level access to Azure resources should be restricted or eliminated.","The potential security problem with using HTTP(S) over the Internet is that attackers can use various brute force techniques to gain access to Azure resources. Once the attackers gain access, they can use the resource as a launch point for compromising other resources within the Azure tenant. HINT: Ensure that no network security group has an inbound security rule that matches the following: ""access"" : ""Allow"" ""destinationPortRange"" : ""80"", ""443"", ""*"", or ""<range-including-80-or-443>"" ""direction"" : ""Inbound"" ""protocol"" : ""TCP"" or ""*"" ""sourceAddressPrefix"" : ""0.0.0.0/0"", ""Internet"", or ""*""","-","az network nsg list --query [*].[name,securityRules]","az network nsg rule delete --resource-group <resource-group> --nsg-name <network-security-group> --name <rule>","2","0","2","","Accesso HTTP/S documentato o protetto da WAF","custom"
"7.6","networking-services","Ensure that Network Watcher is 'Enabled' for Azure Regions that are in use","Level 2","Enable Network Watcher for physical regions in Azure subscriptions","Network diagnostic and visualization tools available with Network Watcher help users understand, diagnose, and gain insights to the network in Azure. HINT: . Ensure provisioningState is Succeeded for each network watcher.","There are additional costs per transaction to run and store network data. For highvolume networks these charges will add up quickly.","az network watcher list --query ""[].{Location:location,State:provisioningState}"" -o table","az network watcher configure --locations <region> --enabled true --resourcegroup <resource_group>","2","0","2","provisioningState","Succeeded","eq"
"7.10","networking-services","Ensure Azure Web Application Firewall (WAF) is enabled on Azure Application Gateway","Level 2","Azure Web Application Firewall helps protect applications from common exploits and attacks by inspecting and filtering incoming traffic.","Using Azure Web Application Firewall with Azure Application Gateway reduces exposure to external threats by mitigating attacks on public facing applications.","The WAF V2 tier for Azure Application Gateways costs more than the Basic and Standard V2 tiers. Pricing includes a fixed hourly charge plus a charge per capacityunit hour. Refer to https://azure.microsoft.com/en-gb/pricing/details/application-gateway/ for details.","az network application-gateway list // az network application-gateway show --resource-group <resource-group> --name <application-gateway> --query firewallPolicy.id Ensure a firewall policy id is returned.","-","2","1","2","webApplicationFirewallPolicy","","notempty"
"7.11","networking-services","Ensure subnets are associated with network security groups","Level 1","Protect subnet resources by ensuring subnets are associated with network security groups, which can filter inbound and outbound traffic using security rules.","Unprotected subnets can expose resources to unauthorized access. HINT: Ensure a network security group id is returned.","Minor administrative effort is required to ensure subnets are associated with network security groups. There is no cost to create or use network security groups.","az network vnet list // az network vnet show --resource-group <resource-group> --name <virtualnetwork> --query subnets // az network vnet subnet show --resource-group <resource-group> --vnet-name <virtual-network> --name <subnet> --query networkSecurityGroup.id","az network vnet subnet update --resource-group <resource-group> --vnet-name <virtual-network> --name <subnet> --network-security-group <network-securitygroup>","2","0","2","networkSecurityGroup.id","","notempty"
"7.12","networking-services","Ensure the SSL policy's 'Min protocol version' is set to 'TLSv1_2' or higher on Azure Application Gateway","Level 1","The TLS (Transport Layer Security) protocol secures the transmission of data over the internet using standard encryption technology. Application gateways use TLS 1.2 for the Min protocol version by default and allow for the use of TLS versions 1.0, 1.1, and 1.3. NIST strongly suggests the use of TLS 1.2 and recommends the adoption of TLS 1.3.","TLS 1.0 and 1.1 are outdated and vulnerable to security risks. Since TLS 1.2 and TLS 1.3 provide enhanced security and improved performance, it is highly recommended to use TLS 1.2 or higher whenever possible. HINT: Ensure ""TLSv1_2"" or higher is returned","Using the latest TLS version may affect compatibility with clients and backend services","az network application-gateway list  // az network application-gateway ssl-policy show --resource-group <resourcegroup> --gateway-name <application-gateway> // az network application-gateway ssl-policy predefined show --name <ssl-policy> --query minProtocolVersion","az network application-gateway ssl-policy list-options  // az network application-gateway ssl-policy predefined list // az network application-gateway ssl-policy set --resource-group <resourcegroup> --gateway-name <application-gateway> --name <ssl-policy> --policy-type Predefined","1","0","1","sslPolicy.minProtocolVersion","TLSv1_2","eq"
"7.13","networking-services","Ensure 'HTTP2' is set to 'Enabled' on Azure Application Gateway","Level 1","Enable HTTP/2 for improved performance, efficiency, and security. HTTP/2 protocol support is available to clients that connect to application gateway listeners only. Communication with backend server pools is always HTTP/1.1","Enabling HTTP/2 supports use of modern encrypted connections. HINT: Ensure true is returned","Clients and backend services that do not support HTTP/2 will fall back to HTTP/1.1.","az network application-gateway list // az network application-gateway show --resource-group <resource-group> --name <application-gateway> --query enableHttp2","az network application-gateway update --resource-group <resource-group> -- name <application-gateway> --http2 Enabled","1","0","1","http2Enabled","true","eq"
"7.14","networking-services","Ensure request body inspection is enabled in Azure Web Application Firewall policy on Azure Application Gateway","Level 2","Enable request body inspection so that the Web Application Firewall evaluates the contents of HTTP message bodies for potential threats.","Enabling request body inspection strengthens security by allowing the Web Application Firewall to detect common attacks, such as SQL injection and cross-site scripting. HINT: Ensure true is returned","Minor performance impact on the Web Application Firewall. Additional effort may be required to monitor findings.","az network application-gateway list // az network application-gateway show --resource-group <resource-group> --name <application-gateway> --query firewallPolicy.id // az network application-gateway waf-policy show --ids <firewall-policy> -- query policySettings.requestBodyCheck","az network application-gateway waf-policy update --ids <firewall-policy> -- policy-settings request-body-check=true","1","0","1","policySettings.requestBodyCheck","true","eq"
"7.15","networking-services","Ensure bot protection is enabled in Azure Web Application Firewall policy on Azure Application Gateway","Level 2","Enable bot protection on the Web Application Firewall to block or log requests from known malicious IP addresses identified through the Microsoft Threat Intelligence feed.","Internet traffic from bots can scrape, scan, and search for application vulnerabilities. Enabling bot protection stops requests from known malicious IP addresses and enhances the overall security of your application by reducing exposure to automated attacks. HINT: Ensure a managed rule set with ruleSetType of Microsoft_BotManagerRuleSet is returned, and that no ruleGroupOverrides for ruleGroupName KnownBadBots with state Disabled are returned.","May require monitoring to identify false positives.","az network application-gateway list // az network application-gateway show --resource-group <resource-group> --name <application-gateway> --query firewallPolicy.id // az network application-gateway waf-policy show --ids <firewall-policy> -- query managedRules.managedRuleSets","az network application-gateway waf-policy managed-rule rule-set add -- resource-group <resource-group> --policy-name <firewall-policy> --type Microsoft_BotManagerRuleSet --version <0.1|1.0|1.1>","1","0","1","managedRules.managedRuleSets[*].ruleSetType","Microsoft_BotManagerRuleSet","custom"
"8.1.1.1","security-services","Ensure Microsoft Defender CSPM is set to 'On'","Level 2","Enable Microsoft Defender CSPM to continuously assess cloud resources for security misconfigurations, compliance risks, and exposure to threats.","Microsoft Defender CSPM provides detailed visibility into the security state of assets and workloads and offers hardening guidance to help improve security posture. HINT: Ensure ""Standard"" is returned.","Enabling Microsoft Defender CSPM incurs hourly charges for each billable compute, database, and storage resource. This can lead to significant costs in larger environments. Careful planning and cost analysis are recommended before enabling the service. Refer to https://azure.microsoft.com/en-us/pricing/details/defender-forcloud/#pricing for pricing information.","az security pricing show --name CloudPosture --query pricingTier","az security pricing create --name CloudPosture --tier Standard --extensions name=ApiPosture isEnabled=true","1","0","1","pricingTier","Standard","eq"
"8.1.2.1","security-services","Ensure Microsoft Defender for APIs is set to 'On'","Level 2","Microsoft Defender for APIs offers full lifecycle protection, detection, and response coverage for APIs. While an automated assessment procedure exists for this recommendation, the assessment status remains manual. Due to its potentially high cost, Microsoft Defender for APIs may not be suitable for all environments and should be evaluated carefully before implementation.","Microsoft Defender for APIs helps provide visibility into business-critical APIs, assess and improve their security posture, prioritize vulnerability remediation, and detect threats in real time. HINT: Ensure ""Standard"" is returned. // Valid subplan values: P1, P2, P3, P4, and P5","Microsoft Defender for APIs uses a tiered pricing model, billed per subscription per hour, with each tier allowing a set limit of API calls. In high-traffic environments, this may result in significant or prohibitive costs. Careful evaluation of API usage patterns and pricing tiers is essential before enabling the service. Refer to https://azure.microsoft.com/en-us/pricing/details/defender-for-cloud/#pricing for pricing information.","az security pricing show --name Api --query pricingTier","az security pricing create --name Api --tier Standard --subplan <subplan>","1","0","1","pricingTier","Standard","eq"
"8.1.3.1","security-services","Ensure that Defender for Servers is set to 'On'","Level 2","The Defender for Servers plan in Microsoft Defender for Cloud reduces security risk by providing actionable recommendations to improve and remediate machine security posture. Defender for Servers also helps to protect machines against real-time security threats and attacks.","Enabling Defender for Servers allows for greater defense-in-depth, with threat detection provided by the Microsoft Security Response Center (MSRC). HINT: If the tenant is licensed and enabled, the output will indicate Standard.","Enabling Defender for Servers in Microsoft Defender for Cloud incurs an additional cost per resource. Refer to https://azure.microsoft.com/en-us/pricing/details/defender-forcloud/ and https://azure.microsoft.com/en-us/pricing/calculator/ to estimate potential costs. • Plan 1: Subscription only • Plan 2: Subscription and workspace","az security pricing show -n VirtualMachines --query pricingTier","az security pricing create -n VirtualMachines --tier 'standard'","2","0","1","pricingTier","Standard","eq"
"8.1.4.1","security-services","Ensure That Microsoft Defender for Containers Is Set To 'On'","Level 2","Microsoft Defender for Containers helps improve, monitor, and maintain the security of containerized assets—including Kubernetes clusters, nodes, workloads, container registries, and images—across multi-cloud and on-premises environments. By default, when enabling the plan through the Azure Portal, Microsoft Defender for Containers automatically configures the following components: • Agentless scanning for machines • Defender sensor for runtime protection • Azure Policy for enforcing security best practices • K8S API access for monitoring and threat detection • Registry access for vulnerability assessment","Enabling Microsoft Defender for Containers enhances defense-in-depth by providing advanced threat detection, vulnerability assessment, and security monitoring for containerized environments, leveraging insights from the Microsoft Security Response Center (MSRC). HINT: Ensure that the command returns Standard","Microsoft Defender for Containers incurs a charge per vCore. Refer to https://azure.microsoft.com/en-us/pricing/details/defender-for-cloud/ and https://azure.microsoft.com/en-us/pricing/calculator/ to estimate potential costs.","az security pricing show --name ""ContainerRegistry"" --query pricingTier","az security pricing create -n 'Containers' --tier 'standard' --extensions name=ContainerRegistriesVulnerabilityAssessments isEnabled=True --extensions name=AgentlessDiscoveryForKubernetes isEnabled=True --extensions name=AgentlessVmScanning isEnabled=True --extensions name=ContainerSensor isEnabled=True","1","0","1","pricingTier","Standard","eq"
"8.1.5.1","security-services","Ensure That Microsoft Defender for Storage Is Set To 'On'","Level 2","Turning on Microsoft Defender for Storage enables threat detection for Storage, providing threat intelligence, anomaly detection, and behavior analytics in the Microsoft Defender for Cloud.","Enabling Microsoft Defender for Storage allows for greater defense-in-depth, with threat detection provided by the Microsoft Security Response Center (MSRC). HINT: Ensure output for Name PricingTier is StorageAccounts Standard","Turning on Microsoft Defender for Storage incurs an additional cost per resource.","az security pricing show -n StorageAccounts","az security pricing create -n StorageAccounts --tier 'standard'","1","0","1","pricingTier","Standard","eq"
"8.1.6.1","security-services","Ensure That Microsoft Defender for App Services Is Set To 'On'","Level 2","Turning on Microsoft Defender for App Service enables threat detection for App Service, providing threat intelligence, anomaly detection, and behavior analytics in the Microsoft Defender for Cloud.","Enabling Microsoft Defender for App Service allows for greater defense-in-depth, with threat detection provided by the Microsoft Security Response Center (MSRC). HINT: Ensure -PricingTier is set to Standard","Turning on Microsoft Defender for App Service incurs an additional cost per resource","az security pricing show -n AppServices","az security pricing create -n Appservices --tier 'standard'","1","0","1","pricingTier","Standard","eq"
"8.1.7.1","security-services","Ensure That Microsoft Defender for Azure Cosmos DB Is Set To 'On'","Level 2","Microsoft Defender for Azure Cosmos DB scans all incoming network requests for threats to your Azure Cosmos DB resources.","In scanning Azure Cosmos DB requests within a subscription, requests are compared to a heuristic list of potential security threats. These threats could be a result of a security breach within your services, thus scanning for them could prevent a potential security threat from being introduced. HINT: Ensure output of -PricingTier is Standard","Enabling Microsoft Defender for Azure Cosmos DB requires enabling Microsoft Defender for your subscription. Both will incur additional charges.","az security pricing show -n CosmosDbs --query pricingTier","az security pricing create -n 'CosmosDbs' --tier 'standard'","1","0","1","pricingTier","Standard","eq"
"8.1.7.2","security-services","Ensure That Microsoft Defender for Open-Source Relational Databases Is Set To 'On'","Level 2","Turning on Microsoft Defender for Open-source relational databases enables threat detection for Open-source relational databases, providing threat intelligence, anomaly detection, and behavior analytics in the Microsoft Defender for Cloud.","Enabling Microsoft Defender for Open-source relational databases allows for greater defense-in-depth, with threat detection provided by the Microsoft Security Response Center (MSRC). HINT: Ensure output for Name PricingTier is OpenSourceRelationalDatabases Standard","Turning on Microsoft Defender for Open-source relational databases incurs an additional cost per resource.","az security pricing show -n OpenSourceRelationalDatabases --query pricingTier","az security pricing create -n 'OpenSourceRelationalDatabases' --tier 'standard'","1","0","1","pricingTier","Standard","eq"
"8.1.7.3","security-services","Ensure That Microsoft Defender for (Managed Instance) Azure SQL Databases Is Set To 'On'","Level 2","Turning on Microsoft Defender for Azure SQL Databases enables threat detection for Managed Instance Azure SQL databases, providing threat intelligence, anomaly detection, and behavior analytics in Microsoft Defender for Cloud.","Enabling Microsoft Defender for Azure SQL Databases allows for greater defense-indepth, includes functionality for discovering and classifying sensitive data, surfacing and mitigating potential database vulnerabilities, and detecting anomalous activities that could indicate a threat to your database. HINT: Ensure -PricingTier is set to Standard","Turning on Microsoft Defender for Azure SQL Databases incurs an additional cost per resource.","az security pricing show -n SqlServers","az security pricing create -n SqlServers --tier 'standard'","1","0","1","pricingTier","Standard","eq"
"8.1.7.4","security-services","Ensure That Microsoft Defender for SQL Servers on Machines Is Set To 'On'","Level 2","Turning on Microsoft Defender for SQL servers on machines enables threat detection for SQL servers on machines, providing threat intelligence, anomaly detection, and behavior analytics in Microsoft Defender for Cloud.","Enabling Microsoft Defender for SQL servers on machines allows for greater defensein-depth, functionality for discovering and classifying sensitive data, surfacing and mitigating potential database vulnerabilities, and detecting anomalous activities that could indicate a threat to your database. HINT: Ensure the 'PricingTier' is set to 'Standard'","Turning on Microsoft Defender for SQL servers on machines incurs an additional cost per resource.","az security pricing show -n SqlServerVirtualMachines","az security pricing create -n SqlServerVirtualMachines --tier 'standard'","1","0","1","pricingTier","Standard","eq"
"8.1.8.1","security-services","Ensure That Microsoft Defender for Key Vault Is Set To 'On'","Level 2","Turning on Microsoft Defender for Key Vault enables threat detection for Key Vault, providing threat intelligence, anomaly detection, and behavior analytics in the Microsoft Defender for Cloud.","Enabling Microsoft Defender for Key Vault allows for greater defense-in-depth, with threat detection provided by the Microsoft Security Response Center (MSRC). HINT: Ensure output for PricingTier is Standard","Turning on Microsoft Defender for Key Vault incurs an additional cost per resource.","az security pricing show -n 'KeyVaults' --query 'pricingTier'","az security pricing create -n 'KeyVaults' --tier 'Standard'","1","0","1","pricingTier","Standard","eq"
"8.1.9.1","security-services","Ensure That Microsoft Defender for Resource Manager Is Set To 'On'","Level 2","Microsoft Defender for Resource Manager scans incoming administrative requests to change your infrastructure from both CLI and the Azure portal.","Scanning resource requests lets you be alerted every time there is suspicious activity in order to prevent a security threat from being introduced. HINT: Ensure the output of PricingTier is Standard","Enabling Microsoft Defender for Resource Manager requires enabling Microsoft Defender for your subscription. Both will incur additional charges.","az security pricing show -n 'Arm' --query 'pricingTier'","az security pricing create -n 'Arm' --tier 'Standard'","1","0","1","pricingTier","Standard","eq"
"8.5","security-services","Ensure Azure DDoS Network Protection is enabled on virtual networks","Level 2","Azure DDoS Network Protection defends resources in virtual networks against distributed denial-of-service (DDoS) attacks. While an automated assessment procedure exists for this recommendation, the assessment status remains manual. Determining the appropriateness of enabling Azure DDoS Network Protection depends on the context and requirements of each organization and environment.","Virtual networks and resources are protected against attacks, helping to ensure reliability and availability for critical workloads. HINT: Ensure true is returned.","Azure DDoS Network Protection incurs a significant fixed monthly charge, with additional charges if more than 100 public IP resources are protected. Careful consideration and analysis should be applied before enabling DDoS protection. Refer to https://azure.microsoft.com/en-us/pricing/details/ddos-protection for detailed pricing information.","az network vnet list // az network vnet show --resource-group <resource-group> --name <virtualnetwork> --query enableDdosProtection","az network vnet update --resource-group <resource-group> --name <virtualnetwork> --ddos-protection true --ddos-protection-plan <ddos-protection-plan>","2","0","2","ddosProtectionPlan.id","","notempty"
"20.1","virtual-machines","Ensure Virtual Machines are utilizing Managed Disks","Level 1","Migrate blob-based VHDs to Managed Disks on Virtual Machines to exploit the default features of this configuration. The features include: 1. Default Disk Encryption 2. Resilience, as Microsoft will managed the disk storage and move around if underlying hardware goes faulty 3. Reduction of costs over storage accounts","Managed disks are by default encrypted on the underlying hardware, so no additional encryption is required for basic protection. It is available if additional encryption is required. Managed disks are by design more resilient that storage accounts. For ARM-deployed Virtual Machines, Azure Adviser will at some point recommend moving VHDs to managed disks both from a security and cost management perspective. HINT: If the 'ManagedDisk Id' field is empty the os disk for that vm is not managed.","There are additional costs for managed disks based off of disk space allocated. When converting to managed disks, VMs will be powered off and back on.","Get-AzVM | ForEach-Object {""Name: "" + $_.Name;""ManagedDisk Id: "" + $_.StorageProfile.OsDisk.ManagedDisk.Id;""""}","Stop-AzVM -ResourceGroupName $rgName -Name $vmName -Force ConvertTo-AzVMManagedDisk -ResourceGroupName $rgName -VMName $vmName Start-AzVM -ResourceGroupName $rgName -Name $vmName","2","2","3","storageProfile.osDisk.managedDisk.id","","notempty"
"20.2","virtual-machines","Ensure that 'OS and Data' disks are encrypted with Customer Managed Key (CMK)","Level 2","Ensure that OS disks (boot volumes) and data disks (non-boot volumes) are encrypted with CMK (Customer Managed Keys). Customer Managed keys can be either ADE or Server Side Encryption (SSE).","Encrypting the IaaS VM's OS disk (boot volume) and Data disks (non-boot volume) ensures that the entire content is fully unrecoverable without a key, thus protecting the volume from unwanted reads. PMK (Platform Managed Keys) are enabled by default in Azure-managed disks and allow encryption at rest. CMK is recommended because it gives the customer the option to control which specific keys are used for the encryption and decryption of the disk. The customer can then change keys and increase security by disabling them instead of relying on the PMK key that remains unchanging. There is also the option to increase security further by using automatically rotating keys so that access to disk is ensured to be limited. Organizations should evaluate what their security requirements are, however, for the data stored on the disk. For high-risk data using CMK is a must, as it provides extra steps of security. If the data is low risk, PMK is enabled by default and provides sufficient data security.","Using CMK/BYOK will entail additional management of keys.","$ResourceGroupName=""yourResourceGroupName"" $DiskName=""yourDiskName"" $disk=Get-AzDisk -ResourceGroupName $ResourceGroupName -DiskName $DiskName $disk.Encryption.Type","$KVRGname = 'MyKeyVaultResourceGroup'; $VMRGName = 'MyVirtualMachineResourceGroup'; $vmName = 'MySecureVM'; $KeyVaultName = 'MySecureVault'; $KeyVault = Get-AzKeyVault -VaultName $KeyVaultName -ResourceGroupName $KVRGname; $diskEncryptionKeyVaultUrl = $KeyVault.VaultUri; $KeyVaultResourceId = $KeyVault.ResourceId; Set-AzVMDiskEncryptionExtension -ResourceGroupName $VMRGname -VMName $vmName -DiskEncryptionKeyVaultUrl $diskEncryptionKeyVaultUrl - DiskEncryptionKeyVaultId $KeyVaultResourceId;","2","1","2","encryption.type","EncryptionAtRestWithCustomerKey","eq"
"20.3","virtual-machines","Ensure that 'Unattached disks' are encrypted with 'Customer Managed Key' (CMK)","Level 2","Ensure that unattached disks in a subscription are encrypted with a Customer Managed Key (CMK).","Managed disks are encrypted by default with Platform-managed keys. Using Customermanaged keys may provide an additional level of security or meet an organization's regulatory requirements. Encrypting managed disks ensures that its entire content is fully unrecoverable without a key and thus protects the volume from unwarranted reads. Even if the disk is not attached to any of the VMs, there is always a risk where a compromised user account with administrative access to VM service can mount/attach these data disks, which may lead to sensitive information disclosure and tampering.","NOTE: You must have your key vault set up to utilize this. Encryption is available only on Standard tier VMs. This might cost you more. Utilizing and maintaining Customer-managed keys will require additional work to create, protect, and rotate keys.","az disk list --query '[? diskstate == `Unattached`].{encryptionSettings: encryptionSettings, name: name}' -o json","# 1. Recupera tutti i dischi non collegati $unattachedDisks = Get-AzDisk | Where-Object { $_.ManagedBy -eq $null }  # 2. Eliminali tutti (chiedendo conferma per sicurezza) $unattachedDisks | Remove-AzDisk -Force","2","0","2","encryption.type","EncryptionAtRestWithCustomerKey","eq"
"20.4","virtual-machines","Ensure that 'Disk Network Access' is NOT set to 'Enable public access from all networks'","Level 1","Virtual Machine Disks and snapshots can be configured to allow access from different network resources.","The setting 'Enable public access from all networks' is, in many cases, an overly permissive setting on Virtual Machine Disks that presents atypical attack, data infiltration, and data exfiltration vectors. If a disk to network connection is required, the preferred setting is to 'Disable public access and enable private access.' HINT: Ensure the publicNetworkAccess setting is set to Disabled and the networkAccessPolicy setting is set to AllowPrivate or DenyAll.","The setting 'Disable public access and enable private access' will require configuring a private link (URL in references below). The setting 'Disable public and private access' is most secure and preferred where disk network access is not needed.","az disk show --disk-name ‘<disk name>’ --resource-group ‘<resource group name>’","az disk update --name <managed disk name> --resource-group <resource group name> --network-access-policy AllowPrivate --disk-access <disk access ID>","1","0","1","networkAccessPolicy","AllowPrivate | DenyAll","custom"
"20.10","virtual-machines","Ensure Trusted Launch is enabled on Virtual Machines","Level 1","When Secure Boot and vTPM are enabled together, they provide a strong foundation for protecting your VM from boot attacks. For example, if an attacker attempts to replace the bootloader with a malicious version, Secure Boot will prevent the VM from booting. If the attacker is able to bypass Secure Boot and install a malicious bootloader, vTPM can be used to detect the intrusion and alert you.","Secure Boot and vTPM work together to protect your VM from a variety of boot attacks, including bootkits, rootkits, and firmware rootkits. Not enabling Trusted Launch in Azure VM can lead to increased vulnerability to rootkits and boot-level malware, reduced ability to detect and prevent unauthorized changes to the boot process, and a potential compromise of system integrity and data security. HINT: For each VM, ensure that securityType is set to TrustedLaunch, uefiSettings.secureBootEnabled is set to true, and uefiSettings.vTpmEnabled is set to true.","Secure Boot and vTPM are not currently supported for Azure Generation 1 Vms.","az vm list --query [*].[name,securityProfile]","az vm deallocate --resource-group <resource-group> --name <vm> // az vm update --resource-group <resource-group> --name <vm> --enable-secureboot true --enable-vtpm true --security-type TrustedLaunch // az vm start --resource-group <resource-group> --name <vm>","3","2","3","securityProfile.securityType","TrustedLaunch","eq"
"20.11","virtual-machines","Ensure that encryption at host is enabled","Level 1","Encryption at host enhances Azure Disk Storage Server-Side Encryption to ensure that all temporary disks and disk caches are encrypted at rest and flow encrypted to the storage clusters.","Encryption at host provides an additional layer of security to protect sensitive information. HINT: For each VM, ensure that encryptionAtHost is set to true.","• Virtual machines must be deallocated for encryption at host to be enabled. • Encryption at host does not use virtual machine CPU, and does not impact virtual machine performance. • Encryption at host cannot be enabled on virtual machines that have ever had Azure Disk Encryption enabled.","az vm list --query [*].[name,securityProfile]","az vm deallocate --resource-group <resource-group> --name <vm> // az vm update --resource-group <resource-group> --name <vm> --set securityProfile.encryptionAtHost=true // az vm start --resource-group <resource-group> --name <vm>","2","2","2","securityProfile.encryptionAtHost","true","eq"
